Title,Company,Url,Date,Applicants,City,Province,Country
Full stack developer,"Pyramid Consulting, Inc",https://ca.linkedin.com/jobs/view/full-stack-developer-at-pyramid-consulting-inc-4159221890?position=1&pageNum=9&refId=SYClYIOuv%2Bo9xI08pgsoTw%3D%3D&trackingId=Lwdrle5fgXgSIZPRM7b0RA%3D%3D,2025-02-19,0,Toronto,Ontario,Canada
Full stack developer,J&M Group,https://ca.linkedin.com/jobs/view/full-stack-developer-at-j-m-group-4014227348?position=2&pageNum=9&refId=SYClYIOuv%2Bo9xI08pgsoTw%3D%3D&trackingId=D5cq%2FVLU1W21XfG40y4W2w%3D%3D,2024-08-31,0,Toronto,Ontario,Canada
Python Developer with AWS Redshift,Atlantis IT Group,https://ca.linkedin.com/jobs/view/python-developer-with-aws-redshift-at-atlantis-it-group-4158220032?position=3&pageNum=9&refId=SYClYIOuv%2Bo9xI08pgsoTw%3D%3D&trackingId=rjKRO%2Fku5A%2FRFxdMYWqzYQ%3D%3D,2025-02-20,0,Toronto,Ontario,Canada
(Python Based) Senior Research Engineer,Thomson Reuters,https://ca.linkedin.com/jobs/view/python-based-senior-research-engineer-at-thomson-reuters-4097674357?position=5&pageNum=9&refId=SYClYIOuv%2Bo9xI08pgsoTw%3D%3D&trackingId=5YxWWgRp%2FvKokzcUdHdKfw%3D%3D,2025-02-15,0,Toronto,Ontario,Canada
Full Stack Java Developer,Veracity Software Inc,https://ca.linkedin.com/jobs/view/full-stack-java-developer-at-veracity-software-inc-4154560284?position=6&pageNum=9&refId=SYClYIOuv%2Bo9xI08pgsoTw%3D%3D&trackingId=uzd9GrmZHKPS2i2nTZZNaA%3D%3D,2025-01-25,0,Toronto,Ontario,Canada
Full Stack Engineer,Flexton Inc.,https://ca.linkedin.com/jobs/view/full-stack-engineer-at-flexton-inc-4157905773?position=7&pageNum=9&refId=SYClYIOuv%2Bo9xI08pgsoTw%3D%3D&trackingId=i8Wuc4cHk9RvOVpvWakTnQ%3D%3D,2025-02-18,0,Toronto,Ontario,Canada
Full Stack Java Developer,Veracity Software Inc,https://ca.linkedin.com/jobs/view/full-stack-java-developer-at-veracity-software-inc-4114832883?position=8&pageNum=9&refId=SYClYIOuv%2Bo9xI08pgsoTw%3D%3D&trackingId=sjgKjKedJnXqzt2w47vJyQ%3D%3D,2025-01-06,0,Toronto,Ontario,Canada
Full-Stack Software Engineer,Scotiabank,https://ca.linkedin.com/jobs/view/full-stack-software-engineer-at-scotiabank-4134703834?position=9&pageNum=9&refId=SYClYIOuv%2Bo9xI08pgsoTw%3D%3D&trackingId=iSXrp3qK9cxsgEelhI5GwA%3D%3D,2025-02-15,0,Toronto,Ontario,Canada
Web Developer,360 Technology,https://ca.linkedin.com/jobs/view/web-developer-at-360-technology-4149116446?position=10&pageNum=9&refId=SYClYIOuv%2Bo9xI08pgsoTw%3D%3D&trackingId=vx%2F3ao%2BtlEi%2BffdfGNna9Q%3D%3D,2025-02-10,0,Toronto,Ontario,Canada
"Software Developer, Back-end Infrastructure",Clio - Cloud-Based Legal Technology,https://ca.linkedin.com/jobs/view/software-developer-back-end-infrastructure-at-clio-cloud-based-legal-technology-4146021435?position=1&pageNum=10&refId=P4Juupq0ZAuu662lRsElLA%3D%3D&trackingId=%2FvNr0zbKTcDCCh3YYy0yyw%3D%3D,2025-02-06,0,Toronto,Ontario,Canada
Intermediate Full Stack Developer,TouchBistro,https://ca.linkedin.com/jobs/view/intermediate-full-stack-developer-at-touchbistro-4161568260?position=2&pageNum=10&refId=P4Juupq0ZAuu662lRsElLA%3D%3D&trackingId=Dy0WNaoxomws3ggnKNiJgA%3D%3D,2025-02-21,0,Toronto,Ontario,Canada
Automation Test Engineering,CGI,https://ca.linkedin.com/jobs/view/automation-test-engineering-at-cgi-4138532817?position=3&pageNum=10&refId=P4Juupq0ZAuu662lRsElLA%3D%3D&trackingId=BaIeiFohd2ZZc5B7FHYrCw%3D%3D,2025-02-21,0,Toronto,Ontario,Canada
Senior Backend Engineer,LotusFlare,https://ca.linkedin.com/jobs/view/senior-backend-engineer-at-lotusflare-4033415685?position=4&pageNum=10&refId=P4Juupq0ZAuu662lRsElLA%3D%3D&trackingId=8BiRvV6sj0Bu2cyxMH6RGg%3D%3D,2024-09-25,0,Toronto,Ontario,Canada
Senior Software Developer (Front End Leaning),Intuit,https://ca.linkedin.com/jobs/view/senior-software-developer-front-end-leaning-at-intuit-4138315493?position=5&pageNum=10&refId=P4Juupq0ZAuu662lRsElLA%3D%3D&trackingId=iH8%2FC%2BxEWjzCFbW5r3KrrQ%3D%3D,2025-02-21,0,Toronto,Ontario,Canada
Backend Infrastructure Engineer,Parallelz,https://ca.linkedin.com/jobs/view/backend-infrastructure-engineer-at-parallelz-4153150513?position=6&pageNum=10&refId=P4Juupq0ZAuu662lRsElLA%3D%3D&trackingId=KBDA4OtIoE9ak9blbUR29A%3D%3D,2025-02-14,0,Toronto,Ontario,Canada
Python Developer with AWS,Luxoft,https://ca.linkedin.com/jobs/view/python-developer-with-aws-at-luxoft-4153952243?position=7&pageNum=10&refId=P4Juupq0ZAuu662lRsElLA%3D%3D&trackingId=YbnLWcSDjUDCtidNyeInPw%3D%3D,2025-02-15,0,Toronto,Ontario,Canada
Full Stack Java Developer,Veracity Software Inc,https://ca.linkedin.com/jobs/view/full-stack-java-developer-at-veracity-software-inc-4142004925?position=8&pageNum=10&refId=P4Juupq0ZAuu662lRsElLA%3D%3D&trackingId=0uSpYHTbO7MVgAiy1wMKjg%3D%3D,2025-02-04,0,Toronto,Ontario,Canada
Full Stack Engineer,Banting AI,https://ca.linkedin.com/jobs/view/full-stack-engineer-at-banting-ai-4138328669?position=9&pageNum=10&refId=P4Juupq0ZAuu662lRsElLA%3D%3D&trackingId=3zZFtaPH%2BdXjkhv8pr6gfw%3D%3D,2025-01-30,0,Toronto,Ontario,Canada
Senior Backend Engineer,LotusFlare,https://ca.linkedin.com/jobs/view/senior-backend-engineer-at-lotusflare-4033414738?position=10&pageNum=10&refId=P4Juupq0ZAuu662lRsElLA%3D%3D&trackingId=tlgsTghhaKmQlI1IJnHadg%3D%3D,2024-09-25,0,Toronto,Ontario,Canada
(Python Based) Lead Research Engineer,Thomson Reuters,https://ca.linkedin.com/jobs/view/python-based-lead-research-engineer-at-thomson-reuters-4097675299?position=1&pageNum=11&refId=xTZ%2BF16DX8b2t3ItT17uiw%3D%3D&trackingId=w%2B5Yk39WGHNDKpgOqfVe4w%3D%3D,2025-02-08,0,Toronto,Ontario,Canada
Full stack Developer,J&M Group,https://ca.linkedin.com/jobs/view/full-stack-developer-at-j-m-group-4033906211?position=3&pageNum=11&refId=xTZ%2BF16DX8b2t3ItT17uiw%3D%3D&trackingId=0Rtc6FbOhqzhnF7ywq31sA%3D%3D,2024-09-24,0,Toronto,Ontario,Canada
Full Stack Web Developer,Optimize Wealth Management,https://ca.linkedin.com/jobs/view/full-stack-web-developer-at-optimize-wealth-management-4157579003?position=4&pageNum=11&refId=xTZ%2BF16DX8b2t3ItT17uiw%3D%3D&trackingId=AcaQo0BTmpzB5nAFwjMIEg%3D%3D,2025-02-19,0,Toronto,Ontario,Canada
"Senior Software Developer, Front End, Applied AI",Google,https://ca.linkedin.com/jobs/view/senior-software-developer-front-end-applied-ai-at-google-4142244661?position=5&pageNum=11&refId=xTZ%2BF16DX8b2t3ItT17uiw%3D%3D&trackingId=N4jP3Yk7DGU1e8Px6l5xyQ%3D%3D,2025-02-03,0,Toronto,Ontario,Canada
Full Stack Developer,Konrad Group,https://ca.linkedin.com/jobs/view/full-stack-developer-at-konrad-group-4068171525?position=6&pageNum=11&refId=xTZ%2BF16DX8b2t3ItT17uiw%3D%3D&trackingId=sxu1%2BuFZIMa7BtogAhCPLQ%3D%3D,2024-10-10,0,Toronto,Ontario,Canada
Full Stack Developer,Wirehead,https://ca.linkedin.com/jobs/view/full-stack-developer-at-wirehead-4137451201?position=7&pageNum=11&refId=xTZ%2BF16DX8b2t3ItT17uiw%3D%3D&trackingId=yHEPSjnnT3BlzuL0VG%2FAGQ%3D%3D,2025-01-28,0,Toronto,Ontario,Canada
Full Stack Developer (Backend Bias),Element Fleet Management,https://ca.linkedin.com/jobs/view/full-stack-developer-backend-bias-at-element-fleet-management-4082692340?position=9&pageNum=11&refId=xTZ%2BF16DX8b2t3ItT17uiw%3D%3D&trackingId=V87796zNDOnjbutD4YKUug%3D%3D,2025-02-20,0,Toronto,Ontario,Canada
Full Stack Software Developer,CIRO / OCRI,https://ca.linkedin.com/jobs/view/full-stack-software-developer-at-ciro-ocri-4039237225?position=10&pageNum=11&refId=xTZ%2BF16DX8b2t3ItT17uiw%3D%3D&trackingId=kzDqtCs0tEHPOpJWXODimQ%3D%3D,2024-10-18,0,Toronto,Ontario,Canada
Fullstack AI Engineer,BuildOps,https://ca.linkedin.com/jobs/view/fullstack-ai-engineer-at-buildops-4106262250?position=1&pageNum=12&refId=XtZjdB6K393%2B8cqbU%2FcNBA%3D%3D&trackingId=UnuGKITQWgG2puX4YgYDVw%3D%3D,2025-02-15,0,Toronto,Ontario,Canada
Full Stack Software Developer,J&M Group,https://ca.linkedin.com/jobs/view/full-stack-software-developer-at-j-m-group-4014227366?position=3&pageNum=12&refId=XtZjdB6K393%2B8cqbU%2FcNBA%3D%3D&trackingId=GRSmVst5eql61auSjOCVLQ%3D%3D,2024-08-31,0,Toronto,Ontario,Canada
Software Developer 8211-0609,Foilcon,https://ca.linkedin.com/jobs/view/software-developer-8211-0609-at-foilcon-4090522246?position=4&pageNum=12&refId=XtZjdB6K393%2B8cqbU%2FcNBA%3D%3D&trackingId=tkuIiRTo9FTLkQztkvcPzA%3D%3D,2024-12-03,0,Toronto,Ontario,Canada
Senior Full Stack Developer,Float,https://ca.linkedin.com/jobs/view/senior-full-stack-developer-at-float-4153141966?position=5&pageNum=12&refId=XtZjdB6K393%2B8cqbU%2FcNBA%3D%3D&trackingId=4p0WwP4BuPpztOoT5pXg4w%3D%3D,2025-01-20,0,Toronto,Ontario,Canada
Python Software Engineer - Ubuntu Hardware Certification Team,Canonical,https://ca.linkedin.com/jobs/view/python-software-engineer-ubuntu-hardware-certification-team-at-canonical-4071183730?position=6&pageNum=12&refId=XtZjdB6K393%2B8cqbU%2FcNBA%3D%3D&trackingId=ysxm0K8x8qnqabuTWsNAyA%3D%3D,2024-11-07,0,Toronto,Ontario,Canada
Python Software Engineer - Ubuntu Server Certification,Canonical,https://ca.linkedin.com/jobs/view/python-software-engineer-ubuntu-server-certification-at-canonical-4121221192?position=7&pageNum=12&refId=XtZjdB6K393%2B8cqbU%2FcNBA%3D%3D&trackingId=NnSzUfpnIXYaZuXwTEeXMA%3D%3D,2025-01-09,0,Toronto,Ontario,Canada
Staff Back-End Engineer (MTS-1),eBay,https://ca.linkedin.com/jobs/view/staff-back-end-engineer-mts-1-at-ebay-4139788669?position=8&pageNum=12&refId=XtZjdB6K393%2B8cqbU%2FcNBA%3D%3D&trackingId=44EFIbz1W91ZCQRzb1Hssw%3D%3D,2025-02-22,0,Toronto,Ontario,Canada
Senior Full Stack Engineer,Luxoft,https://ca.linkedin.com/jobs/view/senior-full-stack-engineer-at-luxoft-4157348527?position=9&pageNum=12&refId=XtZjdB6K393%2B8cqbU%2FcNBA%3D%3D&trackingId=W4hUeCRVEu68EZOun64XmA%3D%3D,2025-02-17,0,Toronto,Ontario,Canada
Full Stack Java Developer,J&M Group,https://ca.linkedin.com/jobs/view/full-stack-java-developer-at-j-m-group-3859915006?position=10&pageNum=12&refId=XtZjdB6K393%2B8cqbU%2FcNBA%3D%3D&trackingId=ScP%2Fg%2FLOEIgdvwT0eFkW7A%3D%3D,2024-03-19,0,Toronto,Ontario,Canada
Senior Backend Engineer,SherpaÂ°,https://ca.linkedin.com/jobs/view/senior-backend-engineer-at-sherpa%C2%B0-4153409560?position=1&pageNum=13&refId=qLwc9Ohjw%2B2jzTPL%2B0dAnw%3D%3D&trackingId=zOwRElEpOtMoX09aiuuWWQ%3D%3D,2025-02-14,0,Toronto,Ontario,Canada
Senior Software Engineer - Python/MongoDB,Canonical,https://ca.linkedin.com/jobs/view/senior-software-engineer-python-mongodb-at-canonical-4127537152?position=2&pageNum=13&refId=qLwc9Ohjw%2B2jzTPL%2B0dAnw%3D%3D&trackingId=%2FnrDS%2F0AjZBCFwwPMnp%2FUg%3D%3D,2025-01-16,0,Toronto,Ontario,Canada
Fullstack Developer,J&M Group,https://ca.linkedin.com/jobs/view/fullstack-developer-at-j-m-group-4125737000?position=3&pageNum=13&refId=qLwc9Ohjw%2B2jzTPL%2B0dAnw%3D%3D&trackingId=jMgZDHCiVPTzBLJwLZlS9A%3D%3D,2025-01-14,0,Toronto,Ontario,Canada
Full Stack Engineer (React/Python/PostgreSQL),Health Futures,https://ca.linkedin.com/jobs/view/full-stack-engineer-react-python-postgresql-at-health-futures-4137134347?position=4&pageNum=13&refId=qLwc9Ohjw%2B2jzTPL%2B0dAnw%3D%3D&trackingId=fnFcwT8YeWjRt7SR1BhiVQ%3D%3D,2025-01-28,0,Toronto,Ontario,Canada
"Senior Software Engineer, Developer Experience",Lyft,https://ca.linkedin.com/jobs/view/senior-software-engineer-developer-experience-at-lyft-4161826360?position=5&pageNum=13&refId=qLwc9Ohjw%2B2jzTPL%2B0dAnw%3D%3D&trackingId=u7%2Bv7HJRTAcXsnjHD7%2FAFg%3D%3D,2025-02-21,0,Toronto,Ontario,Canada
Senior Full Stack Engineer (Remote),Lightci (Light Consulting),https://ca.linkedin.com/jobs/view/senior-full-stack-engineer-remote-at-lightci-light-consulting-4166697823?position=6&pageNum=13&refId=qLwc9Ohjw%2B2jzTPL%2B0dAnw%3D%3D&trackingId=K5lg3P3VBFRcjiZzUy5wSQ%3D%3D,2025-01-30,0,Toronto,Ontario,Canada
Senior Python Data Engineer,First Derivative,https://ca.linkedin.com/jobs/view/senior-python-data-engineer-at-first-derivative-4035107174?position=7&pageNum=13&refId=qLwc9Ohjw%2B2jzTPL%2B0dAnw%3D%3D&trackingId=6q%2BLmqoKsUICby3U7m%2BflA%3D%3D,2025-02-21,0,Toronto,Ontario,Canada
Intermediate Full Stack Developer (Enterprise Solutions),FinChat,https://ca.linkedin.com/jobs/view/intermediate-full-stack-developer-enterprise-solutions-at-finchat-4138920108?position=8&pageNum=13&refId=qLwc9Ohjw%2B2jzTPL%2B0dAnw%3D%3D&trackingId=AHMnyy5vxO%2BSoaLF8Zcubw%3D%3D,2025-01-20,0,Toronto,Ontario,Canada
Senior Backend/Full Stack Engineer (Python),CSC Generation,https://ca.linkedin.com/jobs/view/senior-backend-full-stack-engineer-python-at-csc-generation-4029650033?position=9&pageNum=13&refId=qLwc9Ohjw%2B2jzTPL%2B0dAnw%3D%3D&trackingId=sxrN5y6W%2FR59Pa%2Fr2vp0nA%3D%3D,2025-02-11,0,Toronto,Ontario,Canada
Full Stack Engineer (Developer Insights & Automation) (Remote - Canada),Yelp,https://ca.linkedin.com/jobs/view/full-stack-engineer-developer-insights-automation-remote-canada-at-yelp-4140349104?position=10&pageNum=13&refId=qLwc9Ohjw%2B2jzTPL%2B0dAnw%3D%3D&trackingId=iOVk7%2BndL5JO7JKCom%2BsDw%3D%3D,2025-02-22,0,Toronto,Ontario,Canada
Lead Web Developer,Yoush Consulting,https://ca.linkedin.com/jobs/view/lead-web-developer-at-yoush-consulting-4068236133?position=1&pageNum=14&refId=h4SIckljFTOOm1he0JN6Xw%3D%3D&trackingId=bk8WdvQ%2F2VrN5FUZf4XJXw%3D%3D,2024-11-04,0,Toronto,Ontario,Canada
Senior Front End Developer,Float,https://ca.linkedin.com/jobs/view/senior-front-end-developer-at-float-4148653072?position=2&pageNum=14&refId=h4SIckljFTOOm1he0JN6Xw%3D%3D&trackingId=BXm38S%2FYvaMttMMM%2FNlB9Q%3D%3D,2025-02-10,0,Toronto,Ontario,Canada
Full Stack Engineer,Themesoft Inc.,https://ca.linkedin.com/jobs/view/full-stack-engineer-at-themesoft-inc-4158671271?position=3&pageNum=14&refId=h4SIckljFTOOm1he0JN6Xw%3D%3D&trackingId=2DS4Man1c9Qu%2FjKFXdV%2FqA%3D%3D,2025-02-19,0,Toronto,Ontario,Canada
Senior Python Developer (with AWS skills),Luxoft,https://ca.linkedin.com/jobs/view/senior-python-developer-with-aws-skills-at-luxoft-4158301403?position=4&pageNum=14&refId=h4SIckljFTOOm1he0JN6Xw%3D%3D&trackingId=Nhza3EhbdUFQiihsXSGB9Q%3D%3D,2025-02-19,0,Toronto,Ontario,Canada
AWS Cloud Engineer,Genpact,https://ca.linkedin.com/jobs/view/aws-cloud-engineer-at-genpact-4149141892?position=5&pageNum=14&refId=h4SIckljFTOOm1he0JN6Xw%3D%3D&trackingId=UvwESaZbADWX9iAClxdj6g%3D%3D,2025-02-10,0,Toronto,Ontario,Canada
Back-end Java Developer,Jarvis Consulting Group,https://ca.linkedin.com/jobs/view/back-end-java-developer-at-jarvis-consulting-group-4132871735?position=6&pageNum=14&refId=h4SIckljFTOOm1he0JN6Xw%3D%3D&trackingId=wpgpXX1Icq3Vi9ub8RWYdQ%3D%3D,2025-01-24,0,Toronto,Ontario,Canada
"Staff Full Stack Engineer, Data Products",Stripe,https://ca.linkedin.com/jobs/view/staff-full-stack-engineer-data-products-at-stripe-4070256023?position=7&pageNum=14&refId=h4SIckljFTOOm1he0JN6Xw%3D%3D&trackingId=UMRsV7D0yLwVvb%2BrtObLqg%3D%3D,2025-02-13,0,Toronto,Ontario,Canada
Senior Full-stack Engineer,EQ Bank | Equitable Bank,https://ca.linkedin.com/jobs/view/senior-full-stack-engineer-at-eq-bank-equitable-bank-4114582118?position=9&pageNum=14&refId=h4SIckljFTOOm1he0JN6Xw%3D%3D&trackingId=%2Bcib2pRazhKiL%2Fj60RsQRw%3D%3D,2025-02-08,0,Toronto,Ontario,Canada
"Full Stack Software Engineer, TD Securities",TD,https://ca.linkedin.com/jobs/view/full-stack-software-engineer-td-securities-at-td-4141353586?position=10&pageNum=14&refId=h4SIckljFTOOm1he0JN6Xw%3D%3D&trackingId=fx%2FVuSjQSLPkyhR6NceaWQ%3D%3D,2025-02-23,0,Toronto,Ontario,Canada
"Full Stack Software Engineer, TD Securities",TD,https://ca.linkedin.com/jobs/view/full-stack-software-engineer-td-securities-at-td-4141353586?position=1&pageNum=15&refId=KHIZeehcnSJh%2FAh1GVKwNQ%3D%3D&trackingId=gvSTPDgkdud%2FwYQsSPu96Q%3D%3D,2025-02-23,0,Toronto,Ontario,Canada
Senior Python Engineer (with UI Experience),Luxoft,https://ca.linkedin.com/jobs/view/senior-python-engineer-with-ui-experience-at-luxoft-4153925779?position=2&pageNum=15&refId=KHIZeehcnSJh%2FAh1GVKwNQ%3D%3D&trackingId=kmgs3rQv4Cc0s65KodE73w%3D%3D,2025-02-15,0,Toronto,Ontario,Canada
Senior Java Developer,Veracity Software Inc,https://ca.linkedin.com/jobs/view/senior-java-developer-at-veracity-software-inc-4054974103?position=3&pageNum=15&refId=KHIZeehcnSJh%2FAh1GVKwNQ%3D%3D&trackingId=ac1glSxjcce1I34HH3N54Q%3D%3D,2024-10-22,0,Toronto,Ontario,Canada
Full Stack Developer,Fidelity Canada,https://ca.linkedin.com/jobs/view/full-stack-developer-at-fidelity-canada-4092087679?position=4&pageNum=15&refId=KHIZeehcnSJh%2FAh1GVKwNQ%3D%3D&trackingId=o7zrIpHCRwneO9nEpzDqhg%3D%3D,2025-01-27,0,Toronto,Ontario,Canada
Cloud Engineer,Canopy Growth Corporation,https://ca.linkedin.com/jobs/view/cloud-engineer-at-canopy-growth-corporation-4139375045?position=5&pageNum=15&refId=KHIZeehcnSJh%2FAh1GVKwNQ%3D%3D&trackingId=BP5FicxNA2GRF7AHyFFuZQ%3D%3D,2025-01-30,0,Toronto,Ontario,Canada
Fullstack Engineer (Experienced),GPTZero,https://ca.linkedin.com/jobs/view/fullstack-engineer-experienced-at-gptzero-4138921546?position=6&pageNum=15&refId=KHIZeehcnSJh%2FAh1GVKwNQ%3D%3D&trackingId=T95KRt1RJ%2BZWs5AfkIsDxw%3D%3D,2025-01-30,0,Toronto,Ontario,Canada
Senior Full-stack Engineer,EQ Bank | Equitable Bank,https://ca.linkedin.com/jobs/view/senior-full-stack-engineer-at-eq-bank-equitable-bank-4035136743?position=7&pageNum=15&refId=KHIZeehcnSJh%2FAh1GVKwNQ%3D%3D&trackingId=uXm78xNRF1%2BtkU26Y4SxEA%3D%3D,2025-02-14,0,Toronto,Ontario,Canada
"Senior Backend Engineer, Toronto",Tilt,https://ca.linkedin.com/jobs/view/senior-backend-engineer-toronto-at-tilt-4150537615?position=8&pageNum=15&refId=KHIZeehcnSJh%2FAh1GVKwNQ%3D%3D&trackingId=e5TlSgx7qN6q4XxfcH1sjQ%3D%3D,2025-02-12,0,Toronto,Ontario,Canada
"Full-Stack Developer, TD Securities",TD,https://ca.linkedin.com/jobs/view/full-stack-developer-td-securities-at-td-4153469652?position=9&pageNum=15&refId=KHIZeehcnSJh%2FAh1GVKwNQ%3D%3D&trackingId=r1jor5A136V0IEnfsbQLWA%3D%3D,2025-02-15,0,Toronto,Ontario,Canada
Senior Fullstack Engineer,NimbleRx,https://ca.linkedin.com/jobs/view/senior-fullstack-engineer-at-nimblerx-4161205774?position=10&pageNum=15&refId=KHIZeehcnSJh%2FAh1GVKwNQ%3D%3D&trackingId=iIKaFwmXPx5psZA6jz6zMw%3D%3D,2025-01-27,0,Toronto,Ontario,Canada
Senior Fullstack Engineer,NimbleRx,https://ca.linkedin.com/jobs/view/senior-fullstack-engineer-at-nimblerx-4161205774?position=1&pageNum=16&refId=SGzm077hdslu%2FZTLg%2BZuvg%3D%3D&trackingId=xr26sJ%2FNCtMysIttKhf5Jw%3D%3D,2025-01-27,0,Toronto,Ontario,Canada
Senior Full-stack Developer,OneVest,https://ca.linkedin.com/jobs/view/senior-full-stack-developer-at-onevest-4159261445?position=2&pageNum=16&refId=SGzm077hdslu%2FZTLg%2BZuvg%3D%3D&trackingId=nsdDVTqFwOQ3vpj02RvP2g%3D%3D,2025-02-20,0,Toronto,Ontario,Canada
Senior Backend Software Engineer,Gorgias,https://ca.linkedin.com/jobs/view/senior-backend-software-engineer-at-gorgias-4160856719?position=3&pageNum=16&refId=SGzm077hdslu%2FZTLg%2BZuvg%3D%3D&trackingId=o99YNseHERg%2B5pamuj3sUw%3D%3D,2025-02-21,0,Toronto,Ontario,Canada
Full Stack Engineer,Motion Recruitment,https://ca.linkedin.com/jobs/view/full-stack-engineer-at-motion-recruitment-4160589199?position=4&pageNum=16&refId=SGzm077hdslu%2FZTLg%2BZuvg%3D%3D&trackingId=K12oore7kF9KDuz37T%2Bq5g%3D%3D,2025-02-20,0,Toronto,Ontario,Canada
Mid Full-Stack Engineer,BuildOps,https://ca.linkedin.com/jobs/view/mid-full-stack-engineer-at-buildops-4111635156?position=5&pageNum=16&refId=SGzm077hdslu%2FZTLg%2BZuvg%3D%3D&trackingId=Hl9JZTvH99%2FPxomdgRcpYw%3D%3D,2025-02-05,0,Toronto,Ontario,Canada
Senior Python Developer with AWS,Luxoft,https://ca.linkedin.com/jobs/view/senior-python-developer-with-aws-at-luxoft-4137188201?position=6&pageNum=16&refId=SGzm077hdslu%2FZTLg%2BZuvg%3D%3D&trackingId=ww2%2BdfIj4TAUo1spfZ3g3A%3D%3D,2025-01-28,0,Toronto,Ontario,Canada
Sr. Full Stack Engineer,Cowbell,https://ca.linkedin.com/jobs/view/sr-full-stack-engineer-at-cowbell-4143971090?position=7&pageNum=16&refId=SGzm077hdslu%2FZTLg%2BZuvg%3D%3D&trackingId=u4vwhM14DQyFPazfBDnaJw%3D%3D,2025-02-05,0,Toronto,Ontario,Canada
Senior Full-Stack Software Developer,Loop Financial,https://ca.linkedin.com/jobs/view/senior-full-stack-software-developer-at-loop-financial-4139609428?position=8&pageNum=16&refId=SGzm077hdslu%2FZTLg%2BZuvg%3D%3D&trackingId=BcJ5Fm1yIw3FgkoSjcZXJg%3D%3D,2025-01-31,0,Toronto,Ontario,Canada
"Full Stack Developer - experience with Kubernetes, Akamai, Python",Gradcut,,2025-02-04,0,Toronto,Ontario,Canada
Fullstack Front End Engineer,Flexton Inc.,https://ca.linkedin.com/jobs/view/fullstack-front-end-engineer-at-flexton-inc-4143676230?position=10&pageNum=16&refId=SGzm077hdslu%2FZTLg%2BZuvg%3D%3D&trackingId=9lGUxv62tBnRiDUhrU4uiQ%3D%3D,2025-02-06,0,Toronto,Ontario,Canada
"Fullstack Software Engineer, Medical Chronolgies Product Engineering",EvenUp,https://ca.linkedin.com/jobs/view/fullstack-software-engineer-medical-chronolgies-product-engineering-at-evenup-4143386469?position=1&pageNum=17&refId=F1lEYwJlYgsknnU07DiHqg%3D%3D&trackingId=rF5dWw8NmuW8mWChD0emPA%3D%3D,2025-02-04,0,Toronto,Ontario,Canada
Senior Full Stack Engineer,FutureFit AI,https://ca.linkedin.com/jobs/view/senior-full-stack-engineer-at-futurefit-ai-4080398206?position=2&pageNum=17&refId=F1lEYwJlYgsknnU07DiHqg%3D%3D&trackingId=D6rhqO5ER5wU%2FcQvm0JeOg%3D%3D,2024-11-19,0,Toronto,Ontario,Canada
Sr Java Developer,Veracity Software Inc,https://ca.linkedin.com/jobs/view/sr-java-developer-at-veracity-software-inc-4088512787?position=3&pageNum=17&refId=F1lEYwJlYgsknnU07DiHqg%3D%3D&trackingId=tzFDscYoWwXdrCtCYAcilw%3D%3D,2024-12-03,0,Toronto,Ontario,Canada
"Senior Software Engineer, Frontend/Full Stack",Lyft,https://ca.linkedin.com/jobs/view/senior-software-engineer-frontend-full-stack-at-lyft-4157956896?position=4&pageNum=17&refId=F1lEYwJlYgsknnU07DiHqg%3D%3D&trackingId=dPlgkHE0c4qWoTJ3c9k%2Blw%3D%3D,2025-02-18,0,Toronto,Ontario,Canada
Senior Full-Stack Developer [Growth],HelloFresh,https://ca.linkedin.com/jobs/view/senior-full-stack-developer-growth-at-hellofresh-4139558635?position=5&pageNum=17&refId=F1lEYwJlYgsknnU07DiHqg%3D%3D&trackingId=3XT18Wadfqd4kUTXh2jHLw%3D%3D,2025-02-21,0,Toronto,Ontario,Canada
Senior Full Stack Developer,Typescouts,https://ca.linkedin.com/jobs/view/senior-full-stack-developer-at-typescouts-4157971946?position=6&pageNum=17&refId=F1lEYwJlYgsknnU07DiHqg%3D%3D&trackingId=2beQzwOPeUZysvxM8IhLaA%3D%3D,2025-02-18,0,Toronto,Ontario,Canada
Senior Frontend Developer,SimplyAnalytics,https://ca.linkedin.com/jobs/view/senior-frontend-developer-at-simplyanalytics-4137048861?position=7&pageNum=17&refId=F1lEYwJlYgsknnU07DiHqg%3D%3D&trackingId=hS3%2BPzqlEuq%2FH%2BeQ%2B4y4%2BA%3D%3D,2025-01-28,0,Toronto,Ontario,Canada
"Senior Full Stack Engineer, LLM (Remote)",Lightci (Light Consulting),https://ca.linkedin.com/jobs/view/senior-full-stack-engineer-llm-remote-at-lightci-light-consulting-4166688482?position=8&pageNum=17&refId=F1lEYwJlYgsknnU07DiHqg%3D%3D&trackingId=CBekbyQviNZQc2qVSZwbPw%3D%3D,2025-01-30,0,Toronto,Ontario,Canada
Senior Full Stack Developer,Typescouts,https://ca.linkedin.com/jobs/view/senior-full-stack-developer-at-typescouts-4157978044?position=9&pageNum=17&refId=F1lEYwJlYgsknnU07DiHqg%3D%3D&trackingId=PTghyNfPmkQuZDZDuCTg2g%3D%3D,2025-02-18,0,Toronto,Ontario,Canada
